,Annual Return,Sharpe,Max Drawdown,Calmar
alpha_beta_cvar_weights_daily,0.13240764734343013,4.318287957978885,-0.007863586209202486,16.838074107775153
risk_parity_weights_daily,0.15518659770034282,5.269639972597778,-0.006679065700394923,23.234776338727567
ridge_regression,0.07192895566865931,2.429207940826765,-0.012209093907624126,5.891424557209962
Equal_Weighted,0.04615232749785547,2.574690764736643,-0.005046204291644581,9.145949079840804
